Week_end,Indicator,High_industry,Value
2020-01-12,Weekly earnings - median - 6 days,B Goods Producing,1070.64
2020-01-12,Weekly earnings - median - 6 days,C Services,791.43
2020-01-12,Weekly earnings - median - 6 days,Z No Match,348.29
2020-01-12,Weekly earnings - upper quartile - 6 days,Total,1199
2020-01-12,Weekly earnings - upper quartile - 6 days,A Primary,1154.93
2020-01-12,Weekly earnings - upper quartile - 6 days,B Goods Producing,1408.32
2020-01-12,Weekly earnings - upper quartile - 6 days,C Services,1079.52
2020-01-12,Weekly earnings - upper quartile - 6 days,Z No Match,717.67
2020-01-12,Weekly earnings - lower quartile - 6 days,Total,548.57
2020-01-12,Weekly earnings - lower quartile - 6 days,A Primary,544.81
2020-01-12,Weekly earnings - lower quartile - 6 days,B Goods Producing,800
2020-01-12,Weekly earnings - lower quartile - 6 days,C Services,469.05
2020-01-12,Weekly earnings - lower quartile - 6 days,Z No Match,161.83
2020-01-19,Number of paid jobs - 6 days,Total,840480
2020-01-19,Number of paid jobs - 6 days,A Primary,43810
2020-01-19,Number of paid jobs - 6 days,B Goods Producing,260780
2020-01-19,Number of paid jobs - 6 days,C Services,510420
2020-01-19,Number of paid jobs - 6 days,Z No Match,25470
2020-01-19,Weekly earnings - median - 6 days,Total,879.75
2020-01-19,Weekly earnings - median - 6 days,A Primary,849.25
2020-01-19,Weekly earnings - median - 6 days,B Goods Producing,1080
2020-01-19,Weekly earnings - median - 6 days,C Services,791.48
2020-01-19,Weekly earnings - median - 6 days,Z No Match,692.32
2020-01-19,Weekly earnings - upper quartile - 6 days,Total,1200
2020-01-19,Weekly earnings - upper quartile - 6 days,A Primary,1144
2020-01-19,Weekly earnings - upper quartile - 6 days,B Goods Producing,1415.05
2020-01-19,Weekly earnings - upper quartile - 6 days,C Services,1076.92
2020-01-19,Weekly earnings - upper quartile - 6 days,Z No Match,962.1
2020-01-19,Weekly earnings - lower quartile - 6 days,Total,571.5
2020-01-19,Weekly earnings - lower quartile - 6 days,A Primary,539.81
2020-01-19,Weekly earnings - lower quartile - 6 days,B Goods Producing,818.23
2020-01-19,Weekly earnings - lower quartile - 6 days,C Services,467.25
2020-01-19,Weekly earnings - lower quartile - 6 days,Z No Match,520.26
2020-01-26,Number of paid jobs - 6 days,Total,848260
2020-01-26,Number of paid jobs - 6 days,A Primary,43380
2020-01-26,Number of paid jobs - 6 days,B Goods Producing,263000
2020-01-26,Number of paid jobs - 6 days,C Services,517000
2020-01-26,Number of paid jobs - 6 days,Z No Match,24880
2020-01-26,Weekly earnings - median - 6 days,Total,880
2020-01-26,Weekly earnings - median - 6 days,A Primary,840
2020-01-26,Weekly earnings - median - 6 days,B Goods Producing,1080.86
2020-01-26,Weekly earnings - median - 6 days,C Services,796.5
2020-01-26,Weekly earnings - median - 6 days,Z No Match,647.31
2020-01-26,Weekly earnings - upper quartile - 6 days,Total,1200
2020-01-26,Weekly earnings - upper quartile - 6 days,A Primary,1144
2020-01-26,Weekly earnings - upper quartile - 6 days,B Goods Producing,1406.21
2020-01-26,Weekly earnings - upper quartile - 6 days,C Services,1080
2020-01-26,Weekly earnings - upper quartile - 6 days,Z No Match,924.56
2020-01-26,Weekly earnings - lower quartile - 6 days,Total,575
2020-01-26,Weekly earnings - lower quartile - 6 days,A Primary,532
2020-01-26,Weekly earnings - lower quartile - 6 days,B Goods Producing,823.21
2020-01-26,Weekly earnings - lower quartile - 6 days,C Services,471.43
2020-01-26,Weekly earnings - lower quartile - 6 days,Z No Match,457.14
2020-02-02,Number of paid jobs - 6 days,Total,826310
2020-02-02,Number of paid jobs - 6 days,A Primary,41380
2020-02-02,Number of paid jobs - 6 days,B Goods Producing,257200
2020-02-02,Number of paid jobs - 6 days,C Services,501020
2020-02-02,Number of paid jobs - 6 days,Z No Match,26700
2020-02-02,Weekly earnings - median - 6 days,Total,880
2020-02-02,Weekly earnings - median - 6 days,A Primary,819.89
2020-02-02,Weekly earnings - median - 6 days,B Goods Producing,1080.36
2020-02-02,Weekly earnings - median - 6 days,C Services,800
2020-02-02,Weekly earnings - median - 6 days,Z No Match,304.39
2020-02-02,Weekly earnings - upper quartile - 6 days,Total,1206
2020-02-02,Weekly earnings - upper quartile - 6 days,A Primary,1130.58
2020-02-02,Weekly earnings - upper quartile - 6 days,B Goods Producing,1408
2020-02-02,Weekly earnings - upper quartile - 6 days,C Services,1096.5
2020-02-02,Weekly earnings - upper quartile - 6 days,Z No Match,661.15
2020-02-02,Weekly earnings - lower quartile - 6 days,Total,544.39
2020-02-02,Weekly earnings - lower quartile - 6 days,A Primary,492
2020-02-02,Weekly earnings - lower quartile - 6 days,B Goods Producing,817.14
2020-02-02,Weekly earnings - lower quartile - 6 days,C Services,459.06
2020-02-02,Weekly earnings - lower quartile - 6 days,Z No Match,161.83
2020-02-09,Number of paid jobs - 6 days,Total,843630
2020-02-09,Number of paid jobs - 6 days,A Primary,40360
2020-02-09,Number of paid jobs - 6 days,B Goods Producing,262750
2020-02-09,Number of paid jobs - 6 days,C Services,515840
2020-02-09,Number of paid jobs - 6 days,Z No Match,24670
2020-02-09,Weekly earnings - median - 6 days,Total,887.63
2020-02-09,Weekly earnings - median - 6 days,A Primary,831.06
2020-02-09,Weekly earnings - median - 6 days,B Goods Producing,1080
2020-02-09,Weekly earnings - median - 6 days,C Services,811.86
2020-02-09,Weekly earnings - median - 6 days,Z No Match,301.48
2020-02-09,Weekly earnings - upper quartile - 6 days,Total,1210.22
2020-02-09,Weekly earnings - upper quartile - 6 days,A Primary,1150.49
2020-02-09,Weekly earnings - upper quartile - 6 days,B Goods Producing,1400.02
2020-02-09,Weekly earnings - upper quartile - 6 days,C Services,1109.21
2020-02-09,Weekly earnings - upper quartile - 6 days,Z No Match,584.1
2020-02-09,Weekly earnings - lower quartile - 6 days,Total,558.46
2020-02-09,Weekly earnings - lower quartile - 6 days,A Primary,525.98
2020-02-09,Weekly earnings - lower quartile - 6 days,B Goods Producing,822.59
2020-02-09,Weekly earnings - lower quartile - 6 days,C Services,468
2020-02-09,Weekly earnings - lower quartile - 6 days,Z No Match,153.92
2020-02-16,Number of paid jobs - 6 days,Total,841770
2020-02-16,Number of paid jobs - 6 days,A Primary,40960
2020-02-16,Number of paid jobs - 6 days,B Goods Producing,265720
2020-02-16,Number of paid jobs - 6 days,C Services,519690
2020-02-16,Number of paid jobs - 6 days,Z No Match,15400
2020-02-16,Weekly earnings - median - 6 days,Total,884.62
2020-02-16,Weekly earnings - median - 6 days,A Primary,832.56
2020-02-16,Weekly earnings - median - 6 days,B Goods Producing,1092.5
2020-02-16,Weekly earnings - median - 6 days,C Services,797.44
2020-02-16,Weekly earnings - median - 6 days,Z No Match,528.11
2020-02-16,Weekly earnings - upper quartile - 6 days,Total,1211.98
2020-02-16,Weekly earnings - upper quartile - 6 days,A Primary,1132.4
2020-02-16,Weekly earnings - upper quartile - 6 days,B Goods Producing,1422.02
2020-02-16,Weekly earnings - upper quartile - 6 days,C Services,1085
2020-02-16,Weekly earnings - upper quartile - 6 days,Z No Match,788.72
2020-02-16,Weekly earnings - lower quartile - 6 days,Total,566.42
2020-02-16,Weekly earnings - lower quartile - 6 days,A Primary,535.71
2020-02-16,Weekly earnings - lower quartile - 6 days,B Goods Producing,830.5
2020-02-16,Weekly earnings - lower quartile - 6 days,C Services,451.8
2020-02-16,Weekly earnings - lower quartile - 6 days,Z No Match,323.66
2020-02-23,Number of paid jobs - 6 days,Total,824900
2020-02-23,Number of paid jobs - 6 days,A Primary,40780
2020-02-23,Number of paid jobs - 6 days,B Goods Producing,260300
2020-02-23,Number of paid jobs - 6 days,C Services,508730
2020-02-23,Number of paid jobs - 6 days,Z No Match,15080
2020-02-23,Weekly earnings - median - 6 days,Total,880
2020-02-23,Weekly earnings - median - 6 days,A Primary,831.57
2020-02-23,Weekly earnings - median - 6 days,B Goods Producing,1089.42
2020-02-23,Weekly earnings - median - 6 days,C Services,790.71
2020-02-23,Weekly earnings - median - 6 days,Z No Match,398.64
2020-02-23,Weekly earnings - upper quartile - 6 days,Total,1208.77
2020-02-23,Weekly earnings - upper quartile - 6 days,A Primary,1144
2020-02-23,Weekly earnings - upper quartile - 6 days,B Goods Producing,1418
2020-02-23,Weekly earnings - upper quartile - 6 days,C Services,1080
2020-02-23,Weekly earnings - upper quartile - 6 days,Z No Match,624.23
2020-02-23,Weekly earnings - lower quartile - 6 days,Total,549.59
2020-02-23,Weekly earnings - lower quartile - 6 days,A Primary,515.08
2020-02-23,Weekly earnings - lower quartile - 6 days,B Goods Producing,824.85
2020-02-23,Weekly earnings - lower quartile - 6 days,C Services,439.67
2020-02-23,Weekly earnings - lower quartile - 6 days,Z No Match,257.53
2020-03-01,Number of paid jobs - 6 days,Total,835200
2020-03-01,Number of paid jobs - 6 days,A Primary,40960
2020-03-01,Number of paid jobs - 6 days,B Goods Producing,264160
2020-03-01,Number of paid jobs - 6 days,C Services,518600
2020-03-01,Number of paid jobs - 6 days,Z No Match,11490
2020-03-01,Weekly earnings - median - 6 days,Total,886.32
2020-03-01,Weekly earnings - median - 6 days,A Primary,864.5
2020-03-01,Weekly earnings - median - 6 days,B Goods Producing,1093.5
2020-03-01,Weekly earnings - median - 6 days,C Services,793.5
2020-03-01,Weekly earnings - median - 6 days,Z No Match,536.85
2020-03-01,Weekly earnings - upper quartile - 6 days,Total,1218.16
2020-03-01,Weekly earnings - upper quartile - 6 days,A Primary,1169.61
2020-03-01,Weekly earnings - upper quartile - 6 days,B Goods Producing,1420.03
2020-03-01,Weekly earnings - upper quartile - 6 days,C Services,1087.51
2020-03-01,Weekly earnings - upper quartile - 6 days,Z No Match,809.56
2020-03-01,Weekly earnings - lower quartile - 6 days,Total,561.61
2020-03-01,Weekly earnings - lower quartile - 6 days,A Primary,552.86
2020-03-01,Weekly earnings - lower quartile - 6 days,B Goods Producing,827.43
2020-03-01,Weekly earnings - lower quartile - 6 days,C Services,438.75
2020-03-01,Weekly earnings - lower quartile - 6 days,Z No Match,346.16
2020-03-08,Number of paid jobs - 6 days,Total,836340
2020-03-08,Number of paid jobs - 6 days,A Primary,41020
2020-03-08,Number of paid jobs - 6 days,B Goods Producing,265110
2020-03-08,Number of paid jobs - 6 days,C Services,509380
2020-03-08,Number of paid jobs - 6 days,Z No Match,20840
2020-03-08,Weekly earnings - median - 6 days,Total,884.97
2020-03-08,Weekly earnings - median - 6 days,A Primary,869.44
2020-03-08,Weekly earnings - median - 6 days,B Goods Producing,1091.14
2020-03-08,Weekly earnings - median - 6 days,C Services,796.5
2020-03-08,Weekly earnings - median - 6 days,Z No Match,287.94
2020-03-08,Weekly earnings - upper quartile - 6 days,Total,1215
2020-03-08,Weekly earnings - upper quartile - 6 days,A Primary,1157.77
2020-03-08,Weekly earnings - upper quartile - 6 days,B Goods Producing,1417.5
2020-03-08,Weekly earnings - upper quartile - 6 days,C Services,1093.5
2020-03-08,Weekly earnings - upper quartile - 6 days,Z No Match,704.17
2020-03-08,Weekly earnings - lower quartile - 6 days,Total,548.07
2020-03-08,Weekly earnings - lower quartile - 6 days,A Primary,558.87
2020-03-08,Weekly earnings - lower quartile - 6 days,B Goods Producing,829.13
2020-03-08,Weekly earnings - lower quartile - 6 days,C Services,429.23
2020-03-08,Weekly earnings - lower quartile - 6 days,Z No Match,126.94
2020-03-15,Number of paid jobs - 6 days,Total,824740
2020-03-15,Number of paid jobs - 6 days,A Primary,41660
2020-03-15,Number of paid jobs - 6 days,B Goods Producing,261560
2020-03-15,Number of paid jobs - 6 days,C Services,506750
2020-03-15,Number of paid jobs - 6 days,Z No Match,14770
2020-03-15,Weekly earnings - median - 6 days,Total,883.7
2020-03-15,Weekly earnings - median - 6 days,A Primary,858.45
2020-03-15,Weekly earnings - median - 6 days,B Goods Producing,1093.82
2020-03-15,Weekly earnings - median - 6 days,C Services,792
2020-03-15,Weekly earnings - median - 6 days,Z No Match,369.62
2020-03-15,Weekly earnings - upper quartile - 6 days,Total,1215.66
2020-03-15,Weekly earnings - upper quartile - 6 days,A Primary,1153.46
2020-03-15,Weekly earnings - upper quartile - 6 days,B Goods Producing,1425
2020-03-15,Weekly earnings - upper quartile - 6 days,C Services,1086.98
2020-03-15,Weekly earnings - upper quartile - 6 days,Z No Match,683.86
2020-03-15,Weekly earnings - lower quartile - 6 days,Total,548.59
2020-03-15,Weekly earnings - lower quartile - 6 days,A Primary,531
2020-03-15,Weekly earnings - lower quartile - 6 days,B Goods Producing,829
2020-03-15,Weekly earnings - lower quartile - 6 days,C Services,430.92
2020-03-15,Weekly earnings - lower quartile - 6 days,Z No Match,192.32
2020-03-22,Number of paid jobs - 6 days,Total,846360
2020-03-22,Number of paid jobs - 6 days,A Primary,41330
2020-03-22,Number of paid jobs - 6 days,B Goods Producing,260910
2020-03-22,Number of paid jobs - 6 days,C Services,512200
2020-03-22,Number of paid jobs - 6 days,Z No Match,31920
2020-03-22,Weekly earnings - median - 6 days,Total,876
2020-03-22,Weekly earnings - median - 6 days,A Primary,849.61
2020-03-22,Weekly earnings - median - 6 days,B Goods Producing,1090.86
2020-03-22,Weekly earnings - median - 6 days,C Services,790.02
2020-03-22,Weekly earnings - median - 6 days,Z No Match,485.49
2020-03-22,Weekly earnings - upper quartile - 6 days,Total,1208.25
2020-03-22,Weekly earnings - upper quartile - 6 days,A Primary,1159.38
2020-03-22,Weekly earnings - upper quartile - 6 days,B Goods Producing,1419.75
2020-03-22,Weekly earnings - upper quartile - 6 days,C Services,1092
2020-03-22,Weekly earnings - upper quartile - 6 days,Z No Match,716.57
2020-03-22,Weekly earnings - lower quartile - 6 days,Total,531
2020-03-22,Weekly earnings - lower quartile - 6 days,A Primary,518.4
2020-03-22,Weekly earnings - lower quartile - 6 days,B Goods Producing,825.2
2020-03-22,Weekly earnings - lower quartile - 6 days,C Services,427.5
2020-03-22,Weekly earnings - lower quartile - 6 days,Z No Match,317.1
2020-03-29,Number of paid jobs - 6 days,Total,831060
2020-03-29,Number of paid jobs - 6 days,A Primary,39800
2020-03-29,Number of paid jobs - 6 days,B Goods Producing,260010
2020-03-29,Number of paid jobs - 6 days,C Services,494740
2020-03-29,Number of paid jobs - 6 days,Z No Match,36500
2020-03-29,Weekly earnings - median - 6 days,Total,796.5
2020-03-29,Weekly earnings - median - 6 days,A Primary,804.63
2020-03-29,Weekly earnings - median - 6 days,B Goods Producing,958.11
2020-03-29,Weekly earnings - median - 6 days,C Services,723.92
2020-03-29,Weekly earnings - median - 6 days,Z No Match,267.5
2020-03-29,Weekly earnings - upper quartile - 6 days,Total,1100
2020-03-29,Weekly earnings - upper quartile - 6 days,A Primary,1102.87
2020-03-29,Weekly earnings - upper quartile - 6 days,B Goods Producing,1248.92
2020-03-29,Weekly earnings - upper quartile - 6 days,C Services,1025.14
2020-03-29,Weekly earnings - upper quartile - 6 days,Z No Match,491.76
2020-03-29,Weekly earnings - lower quartile - 6 days,Total,487.77
2020-03-29,Weekly earnings - lower quartile - 6 days,A Primary,483.05
2020-03-29,Weekly earnings - lower quartile - 6 days,B Goods Producing,720.79
2020-03-29,Weekly earnings - lower quartile - 6 days,C Services,411.6
2020-03-29,Weekly earnings - lower quartile - 6 days,Z No Match,145.04
2020-04-05,Number of paid jobs - 6 days,Total,763690
2020-04-05,Number of paid jobs - 6 days,A Primary,36270
2020-04-05,Number of paid jobs - 6 days,B Goods Producing,238270
2020-04-05,Number of paid jobs - 6 days,C Services,462800
2020-04-05,Number of paid jobs - 6 days,Z No Match,26350
2020-04-05,Weekly earnings - median - 6 days,Total,756.8
2020-04-05,Weekly earnings - median - 6 days,A Primary,834.64
2020-04-05,Weekly earnings - median - 6 days,B Goods Producing,882
2020-04-05,Weekly earnings - median - 6 days,C Services,683.17
2020-04-05,Weekly earnings - median - 6 days,Z No Match,462.85
2020-04-05,Weekly earnings - upper quartile - 6 days,Total,1056
2020-04-05,Weekly earnings - upper quartile - 6 days,A Primary,1139.45
2020-04-05,Weekly earnings - upper quartile - 6 days,B Goods Producing,1172
2020-04-05,Weekly earnings - upper quartile - 6 days,C Services,994.15
2020-04-05,Weekly earnings - upper quartile - 6 days,Z No Match,642.84
2020-04-05,Weekly earnings - lower quartile - 6 days,Total,520.51
2020-04-05,Weekly earnings - lower quartile - 6 days,A Primary,561.72
2020-04-05,Weekly earnings - lower quartile - 6 days,B Goods Producing,640
2020-04-05,Weekly earnings - lower quartile - 6 days,C Services,428.57
2020-04-05,Weekly earnings - lower quartile - 6 days,Z No Match,323.66
2020-04-12,Number of paid jobs - 6 days,Total,639480
2020-04-12,Number of paid jobs - 6 days,A Primary,29670
2020-04-12,Number of paid jobs - 6 days,B Goods Producing,194650
2020-04-12,Number of paid jobs - 6 days,C Services,392420
2020-04-12,Number of paid jobs - 6 days,Z No Match,22740
2020-04-12,Weekly earnings - median - 6 days,Total,734.83
2020-04-12,Weekly earnings - median - 6 days,A Primary,870.1
2020-04-12,Weekly earnings - median - 6 days,B Goods Producing,864
2020-04-12,Weekly earnings - median - 6 days,C Services,655.2
2020-04-12,Weekly earnings - median - 6 days,Z No Match,242.74
2020-04-12,Weekly earnings - upper quartile - 6 days,Total,1039.5
2020-04-12,Weekly earnings - upper quartile - 6 days,A Primary,1180.05
2020-04-12,Weekly earnings - upper quartile - 6 days,B Goods Producing,1153.85
2020-04-12,Weekly earnings - upper quartile - 6 days,C Services,977.5
2020-04-12,Weekly earnings - upper quartile - 6 days,Z No Match,447.1
2020-04-12,Weekly earnings - lower quartile - 6 days,Total,467.59
2020-04-12,Weekly earnings - lower quartile - 6 days,A Primary,585
2020-04-12,Weekly earnings - lower quartile - 6 days,B Goods Producing,610
2020-04-12,Weekly earnings - lower quartile - 6 days,C Services,400
2020-04-12,Weekly earnings - lower quartile - 6 days,Z No Match,108.91
2020-04-19,Number of paid jobs - 6 days,Total,724020
2020-04-19,Number of paid jobs - 6 days,A Primary,34880
2020-04-19,Number of paid jobs - 6 days,B Goods Producing,228690
2020-04-19,Number of paid jobs - 6 days,C Services,453380
2020-04-19,Number of paid jobs - 6 days,Z No Match,7070
2020-04-19,Weekly earnings - median - 6 days,Total,760
2020-04-19,Weekly earnings - median - 6 days,A Primary,850
2020-04-19,Weekly earnings - median - 6 days,B Goods Producing,880
2020-04-19,Weekly earnings - median - 6 days,C Services,665
2020-04-19,Weekly earnings - median - 6 days,Z No Match,585.8
2020-04-19,Weekly earnings - upper quartile - 6 days,Total,1049.28
2020-04-19,Weekly earnings - upper quartile - 6 days,A Primary,1117
2020-04-19,Weekly earnings - upper quartile - 6 days,B Goods Producing,1159.61
2020-04-19,Weekly earnings - upper quartile - 6 days,C Services,975
2020-04-19,Weekly earnings - upper quartile - 6 days,Z No Match,934.62
2020-04-19,Weekly earnings - lower quartile - 6 days,Total,562.5
2020-04-19,Weekly earnings - lower quartile - 6 days,A Primary,585.8
2020-04-19,Weekly earnings - lower quartile - 6 days,B Goods Producing,650
2020-04-19,Weekly earnings - lower quartile - 6 days,C Services,436.67
2020-04-19,Weekly earnings - lower quartile - 6 days,Z No Match,360
2020-04-26,Number of paid jobs - 6 days,Total,747040
2020-04-26,Number of paid jobs - 6 days,A Primary,36330
2020-04-26,Number of paid jobs - 6 days,B Goods Producing,237190
2020-04-26,Number of paid jobs - 6 days,C Services,466230
2020-04-26,Number of paid jobs - 6 days,Z No Match,7300
2020-04-26,Weekly earnings - median - 6 days,Total,751.43
2020-04-26,Weekly earnings - median - 6 days,A Primary,857.52
2020-04-26,Weekly earnings - median - 6 days,B Goods Producing,876.19
2020-04-26,Weekly earnings - median - 6 days,C Services,646.16
2020-04-26,Weekly earnings - median - 6 days,Z No Match,600
2020-04-26,Weekly earnings - upper quartile - 6 days,Total,1040.02
2020-04-26,Weekly earnings - upper quartile - 6 days,A Primary,1134.62
2020-04-26,Weekly earnings - upper quartile - 6 days,B Goods Producing,1157.14
2020-04-26,Weekly earnings - upper quartile - 6 days,C Services,961.54
2020-04-26,Weekly earnings - upper quartile - 6 days,Z No Match,923.08
2020-04-26,Weekly earnings - lower quartile - 6 days,Total,546
2020-04-26,Weekly earnings - lower quartile - 6 days,A Primary,585.8
2020-04-26,Weekly earnings - lower quartile - 6 days,B Goods Producing,640
2020-04-26,Weekly earnings - lower quartile - 6 days,C Services,416.43
2020-04-26,Weekly earnings - lower quartile - 6 days,Z No Match,393.75
2020-05-03,Number of paid jobs - 6 days,Total,737000
2020-05-03,Number of paid jobs - 6 days,A Primary,34330
2020-05-03,Number of paid jobs - 6 days,B Goods Producing,235370
2020-05-03,Number of paid jobs - 6 days,C Services,447170
2020-05-03,Number of paid jobs - 6 days,Z No Match,20130
2020-05-03,Weekly earnings - median - 6 days,Total,792
2020-05-03,Weekly earnings - median - 6 days,A Primary,838.75
2020-05-03,Weekly earnings - median - 6 days,B Goods Producing,982.55
2020-05-03,Weekly earnings - median - 6 days,C Services,673.07
2020-05-03,Weekly earnings - median - 6 days,Z No Match,527.8
2020-05-03,Weekly earnings - upper quartile - 6 days,Total,1108.2
2020-05-03,Weekly earnings - upper quartile - 6 days,A Primary,1133.37
2020-05-03,Weekly earnings - upper quartile - 6 days,B Goods Producing,1287.86
2020-05-03,Weekly earnings - upper quartile - 6 days,C Services,991.05
2020-05-03,Weekly earnings - upper quartile - 6 days,Z No Match,800
2020-05-03,Weekly earnings - lower quartile - 6 days,Total,529.2
2020-05-03,Weekly earnings - lower quartile - 6 days,A Primary,585.8
2020-05-03,Weekly earnings - lower quartile - 6 days,B Goods Producing,739.2
2020-05-03,Weekly earnings - lower quartile - 6 days,C Services,413.72
2020-05-03,Weekly earnings - lower quartile - 6 days,Z No Match,259.6
2020-05-10,Number of paid jobs - 6 days,Total,767490
2020-05-10,Number of paid jobs - 6 days,A Primary,36120
2020-05-10,Number of paid jobs - 6 days,B Goods Producing,241900
2020-05-10,Number of paid jobs - 6 days,C Services,474060
2020-05-10,Number of paid jobs - 6 days,Z No Match,15420
2020-05-10,Weekly earnings - median - 6 days,Total,800
2020-05-10,Weekly earnings - median - 6 days,A Primary,807.98
2020-05-10,Weekly earnings - median - 6 days,B Goods Producing,1012.78
2020-05-10,Weekly earnings - median - 6 days,C Services,684.63
2020-05-10,Weekly earnings - median - 6 days,Z No Match,585.8
2020-05-10,Weekly earnings - upper quartile - 6 days,Total,1120
2020-05-10,Weekly earnings - upper quartile - 6 days,A Primary,1091.83
2020-05-10,Weekly earnings - upper quartile - 6 days,B Goods Producing,1329.49
2020-05-10,Weekly earnings - upper quartile - 6 days,C Services,990
2020-05-10,Weekly earnings - upper quartile - 6 days,Z No Match,860.37
2020-05-10,Weekly earnings - lower quartile - 6 days,Total,548.57
2020-05-10,Weekly earnings - lower quartile - 6 days,A Primary,561.75
2020-05-10,Weekly earnings - lower quartile - 6 days,B Goods Producing,758.93
2020-05-10,Weekly earnings - lower quartile - 6 days,C Services,419.25
2020-05-10,Weekly earnings - lower quartile - 6 days,Z No Match,404.57
2020-05-17,Number of paid jobs - 6 days,Total,779250
2020-05-17,Number of paid jobs - 6 days,A Primary,36960
2020-05-17,Number of paid jobs - 6 days,B Goods Producing,240330
2020-05-17,Number of paid jobs - 6 days,C Services,482760
2020-05-17,Number of paid jobs - 6 days,Z No Match,19200
2020-05-17,Weekly earnings - median - 6 days,Total,808.33
2020-05-17,Weekly earnings - median - 6 days,A Primary,810
2020-05-17,Weekly earnings - median - 6 days,B Goods Producing,1034.25
2020-05-17,Weekly earnings - median - 6 days,C Services,708.75
2020-05-17,Weekly earnings - median - 6 days,Z No Match,264.97
2020-05-17,Weekly earnings - upper quartile - 6 days,Total,1134.8
2020-05-17,Weekly earnings - upper quartile - 6 days,A Primary,1096.16
2020-05-17,Weekly earnings - upper quartile - 6 days,B Goods Producing,1347.14
2020-05-17,Weekly earnings - upper quartile - 6 days,C Services,1005
2020-05-17,Weekly earnings - upper quartile - 6 days,Z No Match,491.16
2020-05-17,Weekly earnings - lower quartile - 6 days,Total,524.57
2020-05-17,Weekly earnings - lower quartile - 6 days,A Primary,553.5
2020-05-17,Weekly earnings - lower quartile - 6 days,B Goods Producing,777.5
2020-05-17,Weekly earnings - lower quartile - 6 days,C Services,419.57
2020-05-17,Weekly earnings - lower quartile - 6 days,Z No Match,106.7
2020-05-24,Number of paid jobs - 6 days,Total,848040
2020-05-24,Number of paid jobs - 6 days,A Primary,37510
2020-05-24,Number of paid jobs - 6 days,B Goods Producing,260860
2020-05-24,Number of paid jobs - 6 days,C Services,513440
2020-05-24,Number of paid jobs - 6 days,Z No Match,36230
2020-05-24,Weekly earnings - median - 6 days,Total,840
2020-05-24,Weekly earnings - median - 6 days,A Primary,847
2020-05-24,Weekly earnings - median - 6 days,B Goods Producing,1050.07
2020-05-24,Weekly earnings - median - 6 days,C Services,750
2020-05-24,Weekly earnings - median - 6 days,Z No Match,635.84
2020-05-24,Weekly earnings - upper quartile - 6 days,Total,1153.85
2020-05-24,Weekly earnings - upper quartile - 6 days,A Primary,1126.02
2020-05-24,Weekly earnings - upper quartile - 6 days,B Goods Producing,1368.65
2020-05-24,Weekly earnings - upper quartile - 6 days,C Services,1028.85
2020-05-24,Weekly earnings - upper quartile - 6 days,Z No Match,907.18
2020-05-24,Weekly earnings - lower quartile - 6 days,Total,566.4
2020-05-24,Weekly earnings - lower quartile - 6 days,A Primary,585.8
2020-05-24,Weekly earnings - lower quartile - 6 days,B Goods Producing,800
2020-05-24,Weekly earnings - lower quartile - 6 days,C Services,436.26
2020-05-24,Weekly earnings - lower quartile - 6 days,Z No Match,446.63
2020-05-31,Number of paid jobs - 6 days,Total,849210
2020-05-31,Number of paid jobs - 6 days,A Primary,37130
2020-05-31,Number of paid jobs - 6 days,B Goods Producing,259460
2020-05-31,Number of paid jobs - 6 days,C Services,516290
2020-05-31,Number of paid jobs - 6 days,Z No Match,36330
2020-05-31,Weekly earnings - median - 6 days,Total,841.05
2020-05-31,Weekly earnings - median - 6 days,A Primary,807.82
2020-05-31,Weekly earnings - median - 6 days,B Goods Producing,1045
2020-05-31,Weekly earnings - median - 6 days,C Services,755.25
2020-05-31,Weekly earnings - median - 6 days,Z No Match,673.08
2020-05-31,Weekly earnings - upper quartile - 6 days,Total,1153.84
2020-05-31,Weekly earnings - upper quartile - 6 days,A Primary,1096.19
2020-05-31,Weekly earnings - upper quartile - 6 days,B Goods Producing,1355.14
2020-05-31,Weekly earnings - upper quartile - 6 days,C Services,1034
2020-05-31,Weekly earnings - upper quartile - 6 days,Z No Match,948.21
2020-05-31,Weekly earnings - lower quartile - 6 days,Total,566.4
2020-05-31,Weekly earnings - lower quartile - 6 days,A Primary,567.57
2020-05-31,Weekly earnings - lower quartile - 6 days,B Goods Producing,800
2020-05-31,Weekly earnings - lower quartile - 6 days,C Services,432
2020-05-31,Weekly earnings - lower quartile - 6 days,Z No Match,504.83
2020-06-07,Number of paid jobs - 6 days,Total,845820
2020-06-07,Number of paid jobs - 6 days,A Primary,37100
2020-06-07,Number of paid jobs - 6 days,B Goods Producing,256640
2020-06-07,Number of paid jobs - 6 days,C Services,517070
2020-06-07,Number of paid jobs - 6 days,Z No Match,35020
2020-06-07,Weekly earnings - median - 6 days,Total,857.7
2020-06-07,Weekly earnings - median - 6 days,A Primary,833.29
2020-06-07,Weekly earnings - median - 6 days,B Goods Producing,1062.5
2020-06-07,Weekly earnings - median - 6 days,C Services,768
2020-06-07,Weekly earnings - median - 6 days,Z No Match,610.28
2020-06-07,Weekly earnings - upper quartile - 6 days,Total,1169.46
2020-06-07,Weekly earnings - upper quartile - 6 days,A Primary,1112.36
2020-06-07,Weekly earnings - upper quartile - 6 days,B Goods Producing,1383.54
2020-06-07,Weekly earnings - upper quartile - 6 days,C Services,1057.69
2020-06-07,Weekly earnings - upper quartile - 6 days,Z No Match,884.9
