Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",100+,Ērā atu hinonga Māori,Tau,7300,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",100+,Ērā atu hinonga Māori,Tau,8200,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",100+,Ērā atu hinonga Māori,Tau,8700,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",100+,Ērā atu hinonga Māori,Tau,10200,2022
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,19600,2017
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,21700,2018
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,23200,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,25300,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,27200,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ērā atu hinonga Māori,Tau,29800,2022
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,650,2017
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,670,2018
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,710,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,670,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,850,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",0 ki 19,Ngā umanga tāpoi Māori,Tau,770,2022
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,880,2017
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,900,2018
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,740,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,610,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,380,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",20 ki 49,Ngā umanga tāpoi Māori,Tau,470,2022
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1100,2017
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1200,2018
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1300,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1750,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1150,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",50+,Ngā umanga tāpoi Māori,Tau,1050,2022
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,2650,2017
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,2800,2018
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,2750,2019
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,3050,2020
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,2350,2021
Ripanga 6,Tatauranga o ngā kaimahi,"Ā-momo umanga, ā-rahi hoki",Tapeke,Ngā umanga tāpoi Māori,Tau,2300,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),3838095,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),3930266,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),3970610,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),4025150,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),4783097,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),5429403,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),2884529,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),3276457,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),3324987,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),3461642,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),3745514,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hokonga o ngā rawa me ngā ratonga,Painga ahumoni,$(mano),4092684,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),251539,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),292740,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),281051,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),293266,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),250542,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Te hua moni, he moni nā ngā hea, me te takoha",Painga ahumoni,$(mano),303048,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),146726,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),73100,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),75130,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),90545,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),83323,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,"Whāngainga tahua kāwanatanga, ngā takoha me ngā pūtea tautoko",Painga ahumoni,$(mano),126284,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),555302,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),287969,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),289441,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),179697,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),703717,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),907387,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),2933819,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),3123326,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),3225904,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),3586422,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),3499721,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te katoa o ngā whakapaunga,Painga ahumoni,$(mano),4005951,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),173275,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),198094,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),181341,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),157602,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),133706,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hua moni me ngā takoha,Painga ahumoni,$(mano),141289,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),36364,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),36767,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),38557,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),41686,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),32203,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā tāke tītaha,Painga ahumoni,$(mano),33123,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),151750,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),159526,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),162641,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),193944,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),203413,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te hekenga wāriu,Painga ahumoni,$(mano),206328,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),536993,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),602341,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),643729,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),698210,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),661653,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā utu ā-tau me ngā utu ā-hāora i utua,Painga ahumoni,$(mano),749818,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),1926472,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),2076890,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),2110662,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),2347572,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),2372645,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā hokonga me ngā utu whakahaere,Painga ahumoni,$(mano),2721741,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),108965,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),49706,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),88975,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),147408,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),96101,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),153652,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),439125,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),530232,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),527000,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),535152,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),553907,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko whakatuwhera,Painga ahumoni,$(mano),542974,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),478673,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),559389,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),560087,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),553443,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),561958,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa hoko kati,Painga ahumoni,$(mano),553202,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),943824,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),836098,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),777793,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),457019,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),1291427,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Te tuwhene i mua i te tāke,Painga ahumoni,$(mano),1433679,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),497487,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),597835,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),577327,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),424730,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),683810,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),679944,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),20817369,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),23063010,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),24291177,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),24559879,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),25115593,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa katoa,Tūnga ahumoni,$(mano),27335204,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),2999960,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),4315666,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),3654158,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),3878646,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),4119753,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ki tēnei wā,Tūnga ahumoni,$(mano),3687690,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),8893377,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),9315934,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),9887601,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),10209926,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),10599663,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ngā rawa ōkiko tūmau,Tūnga ahumoni,$(mano),11489314,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),8924031,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),9431410,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),10749418,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),10471308,2020
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),10396177,2021
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Ērā atu rawa,Tūnga ahumoni,$(mano),12158200,2022
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke o ngā tūtanga me ngā taunahatanga,Tūnga ahumoni,$(mano),20817365,2017
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke o ngā tūtanga me ngā taunahatanga,Tūnga ahumoni,$(mano),23063009,2018
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke o ngā tūtanga me ngā taunahatanga,Tūnga ahumoni,$(mano),24291176,2019
Ripanga 7,Ngā taipitopito ahumoni - Ngā uepū Māori,Tapeke mō ngā ahumahi katoa,Tapeke o ngā tūtanga me ngā taunahatanga,Tūnga ahumoni,$(mano),24559879,2020
