Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZGZ,Goods-producing industries,Carbon dioxide,2017.09,4273,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.12,4631,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.03,4179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.06,3891,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.09,4252,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.12,4713,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.03,4715,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.06,4108,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.09,4468,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.12,4578,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.03,4239,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.06,3719,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.09,4627,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.12,4402,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.03,4607,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.06,4692,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.09,3747,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.12,3745,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.03,4065,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.06,3754,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.09,3175,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.12,3048,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.03,3357,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.06,3110,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.03,5183,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.06,5317,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.09,5157,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.12,5200,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.03,4867,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.06,4686,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.09,5274,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.12,5256,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.03,5190,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.06,5960,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.09,5480,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.12,5202,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.03,5175,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.06,5848,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.09,5286,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.12,4920,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.03,5063,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.06,5144,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.09,5322,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.12,5790,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.03,5676,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.06,4980,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.09,5146,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.12,5364,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.03,5179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.06,4841,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.09,4914,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.12,4735,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.03,4889,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.06,4997,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.09,5139,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.12,5510,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.03,5060,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.06,4768,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.09,5133,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.12,5589,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.03,5583,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.06,4967,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.09,5327,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.12,5448,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.03,5118,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.06,4595,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.09,5506,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.12,5294,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.03,5507,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.06,5580,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.09,4623,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.12,4634,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.03,4955,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.06,4635,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.09,4050,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.12,3934,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.03,4242,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.06,3990,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.03,69,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.06,70,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.09,71,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.12,72,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.03,73,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.06,75,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.09,77,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.12,79,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.03,81,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.06,83,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.09,85,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.12,88,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.03,90,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.06,93,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.09,97,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.12,101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.03,104,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.06,109,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.09,114,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.12,118,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.03,123,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.06,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.09,127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.12,125,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.03,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.06,120,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.09,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.12,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.03,132,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.06,139,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.09,146,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.12,153,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.03,159,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.06,164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.09,165,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.12,164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.03,158,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.06,156,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.09,160,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.12,168,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.03,179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.06,186,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.09,196,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.12,202,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.03,205,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.06,208,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.09,210,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.12,211,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.03,213,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.06,214,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.09,217,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.12,219,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.03,220,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.06,222,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.03,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.03,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.09,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.12,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.03,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.12,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.03,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.06,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.09,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.12,53,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.03,53,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.12,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.03,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.12,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.03,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.06,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.09,53,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.12,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.03,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.06,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.09,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.12,58,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.03,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.06,56,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.09,58,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.03,58,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.06,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.09,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.03,62,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.06,62,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.09,57,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.03,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.06,57,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.09,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.12,56,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.03,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.06,53,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.03,9061,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.06,6393,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.09,6800,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.12,8491,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.03,9153,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.06,6413,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.09,6828,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.12,8605,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.03,9292,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.06,6427,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.09,6856,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.12,8695,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.03,9295,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.06,6399,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.09,6837,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.12,8766,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.03,9364,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.06,6425,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.09,6882,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.12,8863,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.03,9220,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.06,6330,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.09,6783,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.12,8744,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.03,9083,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.06,6236,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.09,6687,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.12,8615,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.03,9078,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.06,6243,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.09,6690,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.12,8628,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.03,9133,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.06,6270,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.09,6713,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.12,8653,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.03,9530,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.06,6434,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.09,6393,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.12,8446,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.03,9452,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.06,6366,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.09,6398,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.12,8483,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.03,9157,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.06,6242,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.09,6547,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.12,8420,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.03,9026,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.06,6148,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.09,6451,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.12,8294,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.03,8886,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.06,6061,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.03,1066,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.06,919,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.09,940,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.12,1059,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.03,1142,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.06,951,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.09,992,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.12,1099,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.03,1134,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.06,972,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.09,994,Actual,Kilotonnes,Carbon dioxide equivalents
